Price,Address,Prop_type,Size,Bath,Bed,City,Division
180000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,53.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
190000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
160000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
195000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,67.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
127000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,71.0,1.0,2.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
134000.0," Porto    Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Condo/Apartment,87.0,2.0,2.0,Porto    Felgueiras, Margaride (Santa Eulália)
170000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,2.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
148000.0," Porto    Maia, Águas Santas  ",Condo/Apartment,82.0,1.0,2.0,Porto    Maia, Águas Santas  
57000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,58.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
79000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,91.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
79000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,91.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
140000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,40.0,1.0,0.0,Porto    Porto, Cedofeita
220000.0," Porto    Porto, Campanhã  ",Condo/Apartment,114.0,2.0,2.0,Porto    Porto, Campanhã  
174500.0," Porto    Maia, Moreira  ",Condo/Apartment,98.0,1.0,1.0,Porto    Maia, Moreira  
192000.0," Porto    Porto, Paranhos  ",Condo/Apartment,106.0,2.0,3.0,Porto    Porto, Paranhos  
110000.0," Porto    Maia, Castêlo da Maia  ",Condo/Apartment,50.0,1.0,1.0,Porto    Maia, Castêlo da Maia  
168500.0," Porto    Valongo, Valongo  ",Condo/Apartment,123.0,2.0,3.0,Porto    Valongo, Valongo  
198000.0," Porto    Vila Nova de Gaia, Arcozelo  ",Condo/Apartment,89.0,1.0,2.0,Porto    Vila Nova de Gaia, Arcozelo  
180000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,53.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
190000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
160000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
195000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,67.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
127000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,71.0,1.0,2.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
134000.0," Porto    Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Condo/Apartment,87.0,2.0,2.0,Porto    Felgueiras, Margaride (Santa Eulália)
170000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,2.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
148000.0," Porto    Maia, Águas Santas  ",Condo/Apartment,82.0,1.0,2.0,Porto    Maia, Águas Santas  
57000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,58.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
79000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,91.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
79000.0," Porto    Marco de Canaveses, Soalhães  ",Condo/Apartment,91.0,2.0,2.0,Porto    Marco de Canaveses, Soalhães  
140000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,40.0,1.0,0.0,Porto    Porto, Cedofeita
220000.0," Porto    Porto, Campanhã  ",Condo/Apartment,114.0,2.0,2.0,Porto    Porto, Campanhã  
174500.0," Porto    Maia, Moreira  ",Condo/Apartment,98.0,1.0,1.0,Porto    Maia, Moreira  
192000.0," Porto    Porto, Paranhos  ",Condo/Apartment,106.0,2.0,3.0,Porto    Porto, Paranhos  
110000.0," Porto    Maia, Castêlo da Maia  ",Condo/Apartment,50.0,1.0,1.0,Porto    Maia, Castêlo da Maia  
168500.0," Porto    Valongo, Valongo  ",Condo/Apartment,123.0,2.0,3.0,Porto    Valongo, Valongo  
198000.0," Porto    Vila Nova de Gaia, Arcozelo  ",Condo/Apartment,89.0,1.0,2.0,Porto    Vila Nova de Gaia, Arcozelo  
180000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,53.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
190000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,54.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
160000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
195000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,70.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
185000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,67.0,2.0,1.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
127000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,71.0,1.0,2.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
134000.0," Porto    Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Condo/Apartment,87.0,2.0,2.0,Porto    Felgueiras, Margaride (Santa Eulália)
170000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,2.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
339000.0," Porto    Vila Nova de Gaia, Gulpilhares e Valadares  ",Condo/Apartment,153.0,3.0,4.0,Porto    Vila Nova de Gaia, Gulpilhares e Valadares  
490000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,165.0,3.0,4.0,Porto    Porto, Cedofeita
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
345000.0," Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Condo/Apartment,155.0,3.0,3.0,Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
375000.0," Porto    Porto, Ramalde  ",Condo/Apartment,129.0,3.0,3.0,Porto    Porto, Ramalde  
270000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,77.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
275000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
255000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,88.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
265000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,94.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
390000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,125.0,3.0,3.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
375000.0," Porto    Porto, Bonfim  ",Condo/Apartment,108.0,2.0,3.0,Porto    Porto, Bonfim  
295000.0," Porto    Porto, Bonfim  ",Condo/Apartment,63.0,1.0,2.0,Porto    Porto, Bonfim  
313000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,119.0,2.0,2.0,Porto    Porto, Cedofeita
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
339000.0," Porto    Vila Nova de Gaia, Gulpilhares e Valadares  ",Condo/Apartment,153.0,3.0,4.0,Porto    Vila Nova de Gaia, Gulpilhares e Valadares  
490000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,165.0,3.0,4.0,Porto    Porto, Cedofeita
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
345000.0," Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Condo/Apartment,155.0,3.0,3.0,Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
375000.0," Porto    Porto, Ramalde  ",Condo/Apartment,129.0,3.0,3.0,Porto    Porto, Ramalde  
270000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,77.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
275000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
255000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,88.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
265000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,94.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
390000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,125.0,3.0,3.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
375000.0," Porto    Porto, Bonfim  ",Condo/Apartment,108.0,2.0,3.0,Porto    Porto, Bonfim  
295000.0," Porto    Porto, Bonfim  ",Condo/Apartment,63.0,1.0,2.0,Porto    Porto, Bonfim  
313000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,119.0,2.0,2.0,Porto    Porto, Cedofeita
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
339000.0," Porto    Vila Nova de Gaia, Gulpilhares e Valadares  ",Condo/Apartment,153.0,3.0,4.0,Porto    Vila Nova de Gaia, Gulpilhares e Valadares  
490000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,165.0,3.0,4.0,Porto    Porto, Cedofeita
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
345000.0," Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Condo/Apartment,155.0,3.0,3.0,Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
375000.0," Porto    Porto, Ramalde  ",Condo/Apartment,129.0,3.0,3.0,Porto    Porto, Ramalde  
270000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,77.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
275000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
255000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,88.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
265000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,94.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
390000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,125.0,3.0,3.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
375000.0," Porto    Porto, Bonfim  ",Condo/Apartment,108.0,2.0,3.0,Porto    Porto, Bonfim  
295000.0," Porto    Porto, Bonfim  ",Condo/Apartment,63.0,1.0,2.0,Porto    Porto, Bonfim  
313000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,119.0,2.0,2.0,Porto    Porto, Cedofeita
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
339000.0," Porto    Vila Nova de Gaia, Gulpilhares e Valadares  ",Condo/Apartment,153.0,3.0,4.0,Porto    Vila Nova de Gaia, Gulpilhares e Valadares  
490000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,165.0,3.0,4.0,Porto    Porto, Cedofeita
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
345000.0," Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Condo/Apartment,155.0,3.0,3.0,Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
375000.0," Porto    Porto, Ramalde  ",Condo/Apartment,129.0,3.0,3.0,Porto    Porto, Ramalde  
270000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,77.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
275000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,80.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
255000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,88.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
265000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,94.0,3.0,2.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
390000.0," Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Condo/Apartment,125.0,3.0,3.0,Porto    Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
375000.0," Porto    Porto, Bonfim  ",Condo/Apartment,108.0,2.0,3.0,Porto    Porto, Bonfim  
295000.0," Porto    Porto, Bonfim  ",Condo/Apartment,63.0,1.0,2.0,Porto    Porto, Bonfim  
313000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,119.0,2.0,2.0,Porto    Porto, Cedofeita
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
255000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
260000.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
257500.0," Porto    Gondomar, Fânzeres e São Pedro da Cova  ",Condo/Apartment,130.0,3.0,3.0,Porto    Gondomar, Fânzeres e São Pedro da Cova  
339000.0," Porto    Vila Nova de Gaia, Gulpilhares e Valadares  ",Condo/Apartment,153.0,3.0,4.0,Porto    Vila Nova de Gaia, Gulpilhares e Valadares  
490000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,165.0,3.0,4.0,Porto    Porto, Cedofeita
350000.0," Porto    Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Condo/Apartment,22.0,0.0,1.0,Porto    Porto, Cedofeita
345000.0," Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Condo/Apartment,155.0,3.0,3.0,Porto    Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
375000.0," Porto    Porto, Ramalde  ",Condo/Apartment,129.0,3.0,3.0,Porto    Porto, Ramalde  
